serial_no,facility_name,provider_type,state,lga,city,address,phone,email,accreditation_hint,latitude,longitude,geocode_status,source_url,extracted_at,source_code
nhia_hcp_0001,Sancta Maria Specialist & Mat.,hospital,Abia,,,"No. 22 Constitution Crescent, Aba, P.O.BOX 3332,Abia state.",,,NHIA directory code AB/0001/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0001/P
nhia_hcp_0002,ABIA STATE UNIVERSITY TEACHING HOSPITAL,hospital,Abia,,,"Ayaba, Umueze Abayi Aba",,,NHIA directory code AB/0004/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0004/P
nhia_hcp_0003,AMARA JANE HOSPITAL AND MATERNAL,hospital,Abia,,,,,,NHIA directory code AB/0200/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0200/P
nhia_hcp_0004,Austin Grace Hospital,hospital,Abia,,,"16, Okigwe Road, Aba.",,,NHIA directory code AB/0031/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0031/P
nhia_hcp_0005,Daughters Of Mary Mother Of Mercy Hospital,hospital,Abia,,,"AhiaekeNdume, UmuahiaAbia State",,,NHIA directory code AB/0175/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0175/P
nhia_hcp_0006,DSS Clinic,clinic,Abia,,,"Umuahia, Abia State",,,NHIA directory code AB/0090/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0090/P
nhia_hcp_0007,El-Shaddai hospital,hospital,Abia,,,"40 AHOADA STREET, UMUAHIA.",,,NHIA directory code AB/0113/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0113/P
nhia_hcp_0008,"Federal Medical Centre, Umuahia",clinic,Abia,,,"Aba Road, Umuahia, Abia State.",,,NHIA directory code AB/0014/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0014/P
nhia_hcp_0009,"General Hospital, Ama-Achara",hospital,Abia,,,"Ama-Achara, Umuahia",,,NHIA directory code AB/0018/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0018/P
nhia_hcp_0010,HEALING CROSS HOSPITAL,hospital,Abia,,,"KLM 2, OFF BENDE ROAD, UMUAHIA, ABIA STATE.",,,NHIA directory code AB/0107/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0107/P
nhia_hcp_0011,John Okorie Memorial Hospital,hospital,Abia,,,"12-14 AKABUOGU STREET OFF P.H ROAD, ABA",,,NHIA directory code AB/0007/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0007/P
nhia_hcp_0012,Living Word Hospital,hospital,Abia,,,"5/7 Umuocham Street, Aba.",,,NHIA directory code AB/0024/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0024/P
nhia_hcp_0013,LIVING WORD HOSPITAL ABA NORTH-,hospital,Abia,,,ABIA STATE,,,NHIA directory code AB/0026/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0026/P
nhia_hcp_0014,Madonna Catholic Hospital,hospital,Abia,,,"Ohokobe Afaraukwu Aba Road,Umuahia. Abia State",,,NHIA directory code AB/0194/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0194/P
nhia_hcp_0015,New Era Hospital & Maternity,clinic,Abia,,,90b Oji River Street Umuzukwu Layout,,,NHIA directory code AB/0041/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0041/P
nhia_hcp_0016,New Era Specialist Hospital,hospital,Abia,,,"213-215 Azikiwe Road, Aba, Abia State",,,NHIA directory code AB/0006/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0006/P
nhia_hcp_0017,"Police Hospital, Umuahia",hospital,Abia,,,"Abia State Police Command, bende road, Abia State",,,NHIA directory code AB/0093/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0093/P
nhia_hcp_0018,Princess May Specialist Hospital,hospital,Abia,,,"45, New Umuahia Road Ogbor Hill, Aba",,,NHIA directory code AB/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0030/P
nhia_hcp_0019,St. Vincent's Hospital,hospital,Abia,,,"9 Timber Road Umuahia, Abia State.",,,NHIA directory code AB/0039/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0039/P
nhia_hcp_0020,The Nazareth Clinics,hospital,Abia,,,"57 Pound Road, Aba. Abia State",,,NHIA directory code AB/0095/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AB/0095/P
nhia_hcp_0021,ADAMAWA HOSPITAL,hospital,Adamawa,,,"ABUJA ROAD, YOLA TOWN,ADAMAWA STATE",,,NHIA directory code AD/0025/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0025/P
nhia_hcp_0022,BELL DOME CONSULT HOSPITAL,hospital,Adamawa,,,,,,NHIA directory code AD/0366/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0366/P
nhia_hcp_0023,"Cottage Hospital, Fufore",hospital,Adamawa,,,"Fufore, Adamawa State",,,NHIA directory code AD/0078/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0078/P
nhia_hcp_0024,"COTTAGE HOSPITAL, MAYO-BELWA",hospital,Adamawa,,,"MAYO-BELWA, Adamawa State.",,,NHIA directory code AD/0006/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0006/P
nhia_hcp_0025,"COTTAGE HOSPITAL, SONG",hospital,Adamawa,,,"SONG, ADAMAWA STATE",,,NHIA directory code AD/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0015/P
nhia_hcp_0026,Da'ama Specialist Hospital,hospital,Adamawa,,,"70/72 Atiku Abubakar Road, Yola",,,NHIA directory code AD/0125/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0125/P
nhia_hcp_0027,"Federal College of Education, College Clinic",clinic,Adamawa,,,"Jimeta, Yola Road, Adamawa State",,,NHIA directory code AD/0083/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0083/P
nhia_hcp_0028,Federal Medical Centre,clinic,Adamawa,,,"Lamido Zubairu Raod P.M.B. 2017 Yola, Bye-Pass Yola Town, Adamawa State.",,,NHIA directory code AD/0048/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0048/P
nhia_hcp_0029,"Federal University of Tech. Medical Centre, Yola",clinic,Adamawa,,,"Yola, Adamawa State",,,NHIA directory code AD/0098/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0098/P
nhia_hcp_0030,Fombina Diagnosis And Clinic,clinic,Adamawa,,,yola,,,NHIA directory code AD/0367/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0367/P
nhia_hcp_0031,GALBOSE CLINIC,clinic,Adamawa,,,No 22 Atiku Abubakar Way Jimeta Yola.Adamawa State,,,NHIA directory code AD/0021/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0021/P
nhia_hcp_0032,"General Hospital, Ganye",hospital,Adamawa,,,"Adamu Sanda Street P.M.B 2032 Ganye, Adamawa State.",,,NHIA directory code AD/0002/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0002/P
nhia_hcp_0033,"GENERAL HOSPITAL, GARKIDA",hospital,Adamawa,,,"GARKIDA,ADAMAWA STATE,GOMBI LOCAL GOVT",,,NHIA directory code AD/0054/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0054/P
nhia_hcp_0034,"General Hospital, Michika",hospital,Adamawa,,,"Michika, Adamawa State",,,NHIA directory code AD/0077/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0077/P
nhia_hcp_0035,"GENERAL HOSPITAL, MUBI",hospital,Adamawa,,,"General Hospital Mubi,P.M.B 06 Mubi, ADAMAWA STATE.",,,NHIA directory code AD/0052/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0052/P
nhia_hcp_0036,"GENERAL HOSPITAL, NUMAN",hospital,Adamawa,,,"NUMAN, ADAMAWA STATE",,,NHIA directory code AD/0013/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0013/P
nhia_hcp_0037,Jimeta Clinics & Maternity,clinic,Adamawa,,,"43, Bishop Street, Jimeta, Yola.",,,NHIA directory code AD/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0030/P
nhia_hcp_0038,KAUNA IBJ SPECIALIST CLINIC,clinic,Adamawa,,,ADAMAWA STATE,,,NHIA directory code AD/0376/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0376/P
nhia_hcp_0039,Meddy private clinic yola,clinic,Adamawa,,,yola,,,NHIA directory code AD/0129/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0129/P
nhia_hcp_0040,NEWLIFE HOSPITAL,hospital,Adamawa,,,"SABON LAYI, MUBI,ADAMAWA STATE",,,NHIA directory code AD/0053/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0053/P
nhia_hcp_0041,Peace Hospital,hospital,Adamawa,,,"No. 2 upper Luggere Street, Beside St. Theresa''s Cathedral, Yola, Adamawa State.",,,NHIA directory code AD/0024/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0024/P
nhia_hcp_0042,"Specialist Hospital, Yola",hospital,Adamawa,,,"HOSPITAL ROAD YOLA NORTH, ADAMAWA STATE.",,,NHIA directory code AD/0017/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0017/P
nhia_hcp_0043,THE FREEDOM POLYCLINIC,clinic,Adamawa,,,"9B HOSPITAL ROAD, JIMETA, YOLA, ADAMAWA STATE.",,,NHIA directory code AD/0028/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0028/P
nhia_hcp_0044,The New Boshang Clinic and maternity Ltd,clinic,Adamawa,,,"Karewa GRA, Jimeta-Yola",,,NHIA directory code AD/0118/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0118/P
nhia_hcp_0045,"UNITY MULTI SPECIALTY HOSPITAL, Y",hospital,Adamawa,,,"3 Mustapha Ismail Ave.Army Barracks Road, Malamre, Yola",,,NHIA directory code AD/0020/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AD/0020/P
nhia_hcp_0046,6 Bn MRS Abak,hospital,Akwa Ibom,,,"6 Battilion Medical Reception Station, Willington Bassay Barracks, Ibagwa, Abak, Akwa Ibom State.",,,NHIA directory code AK/0032/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0032/P
nhia_hcp_0047,Dammy memorial hospital,hospital,Akwa Ibom,,,"34, ukana offot street, uyo, Akwa-ibom",,,NHIA directory code AK/0048/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0048/P
nhia_hcp_0048,Domingo hospital,hospital,Akwa Ibom,,,"Plot 9, unit E, Ben Udo Street, Ewet Housing estate, uyo",,,NHIA directory code AK/0050/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0050/P
nhia_hcp_0049,Etuknwa Specialist Clinic,clinic,Akwa Ibom,,,"120,Udo-Umana Street, Uyo Akwa Ibom State",,,NHIA directory code AK/0084/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0084/P
nhia_hcp_0050,FULCARE SPECIALIST CLINICS & HOSPITAL,hospital,Akwa Ibom,,,"15B EKPANYA STREET, OFF IKOT EKPENE ROAD UYO",,,NHIA directory code AK/0118/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0118/P
nhia_hcp_0051,"General Hospital, Ikot Ekpene",hospital,Akwa Ibom,,,"Ikot Ekpene, Akwa Ibom",,,NHIA directory code AK/0007/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0007/P
nhia_hcp_0052,"GENERAL HOSPITAL, IQUITA-ORON",hospital,Akwa Ibom,,,"IQUITA-ORON,AKWA IBOM STATE",,,NHIA directory code AK/0010/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0010/P
nhia_hcp_0053,Immanuel General Hospital,hospital,Akwa Ibom,,,"Eket, Akwa Ibom",,,NHIA directory code AK/0002/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0002/P
nhia_hcp_0054,Kokobo Specialist Clinc,hospital,Akwa Ibom,,,Akwa Ibom,,,NHIA directory code BY/0068/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0068/P
nhia_hcp_0055,Lifecare Hospital,hospital,Akwa Ibom,,,"No 8 Udosen uko street, Off Nwaniba Rd,Uyo, Akwa Ibom.",,,NHIA directory code AK/0016/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0016/P
nhia_hcp_0056,Majesty Hospital & Eye Clinics,optical,Akwa Ibom,,,"No 60 Wellinton Bassey Way, Uyo, Akwa Ibom State.",,,NHIA directory code AK/0035/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0035/P
nhia_hcp_0057,Mercy hospital,hospital,Akwa Ibom,,,"95 hospital road, Abak, Ak/Ibom",,,NHIA directory code AK/0058/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0058/P
nhia_hcp_0058,Mfon Abasi Medical Centre,clinic,Akwa Ibom,,,"No 10 Gibbs street, Uyo, Akwa Ibom",,,NHIA directory code AK/0013/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0013/P
nhia_hcp_0059,Mount Olive Clinic & Maternity,clinic,Akwa Ibom,,,"8 Ebonny Essien Street, off Ikot Ekpene Rd, Uyo, A/Ibom State",,,NHIA directory code AK/0037/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0037/P
nhia_hcp_0060,NAF Medical Centre,clinic,Akwa Ibom,,,"Air Force Comp Sec. Sch., Uyo",,,NHIA directory code AK/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0030/P
nhia_hcp_0061,"Police Clinics, Akwa Ibom",hospital,Akwa Ibom,,,"Ikot Akpau Abia,uyo, Akwa Ibom State.",,,NHIA directory code AK/0044/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0044/P
nhia_hcp_0062,Premier Medical Services,hospital,Akwa Ibom,,,"3,High Tension Line,Edet Akpan Avenue, Uyo Akwa Ibom State",,,NHIA directory code AK/0092/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0092/P
nhia_hcp_0063,St. Athanasius hospital,hospital,Akwa Ibom,,,"1, ufeh street,F.H.estate , Abak road, Uyo.",,,NHIA directory code AK/0059/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0059/P
nhia_hcp_0064,St. Lukes Hospital,hospital,Akwa Ibom,,,"Anua P.M.B. 3, Uyo, Akwa Ibom State",,,NHIA directory code AK/0095/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0095/P
nhia_hcp_0065,The Brigde Clinic,clinic,Akwa Ibom,,,"111 Umuahia Road, Ikot Ekpene, Akwa Ibom State.",,,NHIA directory code AK/0110/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0110/P
nhia_hcp_0066,Ubong Abasi specialist clinic,clinic,Akwa Ibom,,,"5, clement Isong street, FHA estate, Abak road, Uyo.",,,NHIA directory code AK/0060/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0060/P
nhia_hcp_0067,"University of Uyo Health Centre, Uyo",clinic,Akwa Ibom,,,"Uyo, A/Ibom State",,,NHIA directory code AK/0045/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0045/P
nhia_hcp_0068,"University Of Uyo Teaching Hospital, Uyo",hospital,Akwa Ibom,,,"Ediene Ikot Obio Imo, Olusegun Obasegun Way Uyo, Akwa Ibom.",,,NHIA directory code AK/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0012/P
nhia_hcp_0069,Uwakmfon Specialist Clinics & Hospital,hospital,Akwa Ibom,,,"27 Nwaniba Road, Uyo, Akwa Ibom State.",,,NHIA directory code AK/0017/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0017/P
nhia_hcp_0070,Uwana Family Hospital,hospital,Akwa Ibom,,,"16a,Nkemba street, Uyo, Akwa Ibom",,,NHIA directory code AK/0014/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0014/P
nhia_hcp_0071,Zoe Consultants Hospital,hospital,Akwa Ibom,,,Akwa ibom state,,,NHIA directory code AK/0111/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AK/0111/P
nhia_hcp_0072,Anambra State University Teaching Hospital,hospital,Anambra,,,Awka Amaku Anambra State,,,NHIA directory code AN/0235/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0235/P
nhia_hcp_0073,Beacon Hospital,hospital,Anambra,,,No 10 Beacon Hospital street off Enugu- Onitsha Express way(Near Regina caeli Hospital Road Juction Awka.,,,NHIA directory code AN/0004/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0004/P
nhia_hcp_0074,Beluchukwu Memorial Hospital,hospital,Anambra,,,"Nkwo, Enugu-Ukwu, Anambra State",,,NHIA directory code AN/0088/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0088/P
nhia_hcp_0075,Chimex Specialist Hospital,hospital,Anambra,,,"No. 87 Ezemewi Road, Nnewichi, Nnewi, Anambra State",,,NHIA directory code AN/0099/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0099/P
nhia_hcp_0076,Christ the King Hospital,hospital,Anambra,,,"Off Nkwura Street, Awka, Anambra State",,,NHIA directory code AN/0085/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0085/P
nhia_hcp_0077,Cottage Hospital/Comprehensive Health Centre,clinic,Anambra,,,"Anambra State Police Command, Anambra State",,,NHIA directory code AN/0084/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0084/P
nhia_hcp_0078,CREST SPECIALIST CLINIC,clinic,Anambra,,,"AWKA, ANAMBRA STATE",,,NHIA directory code AN/0198/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0198/P
nhia_hcp_0079,CROWN HOSPITAL,hospital,Anambra,,,"UMUOJI ROAD,NKPOR, ANAMBRA STATE",,,NHIA directory code AN/0133/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0133/P
nhia_hcp_0080,Divine Hospital & Maternity,clinic,Anambra,,,"57, Nnamdi Azikiwe Avenue Awka, Anambra State",,,NHIA directory code AN/0005/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0005/P
nhia_hcp_0081,Eldorado Muili-Specialist Hospital,hospital,Anambra,,,ANAMBRA STATE,,,NHIA directory code AN/0280/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0280/P
nhia_hcp_0082,General Hospital Onitsha,hospital,Anambra,,,"Hospital Road, Onitsha, Anambra State.",,,NHIA directory code AN/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0012/P
nhia_hcp_0083,Holy Rosary Specialist Hospital,hospital,Anambra,,,"Waterside, Along Bank of the Niger, Onitsha, Anambra State",,,NHIA directory code AN/0086/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0086/P
nhia_hcp_0084,Ifebi Medical Centre,clinic,Anambra,,,"16A, Igwebuike School Road, Awka, Anambra State.",,,NHIA directory code AN/0087/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0087/P
nhia_hcp_0085,IMMACULATE HEART HOSPITAL AND MAT.,hospital,Anambra,,,OLD ENUGU-ONITSHA,,,NHIA directory code AN/0138/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0138/P
nhia_hcp_0086,Infant Jesus Hospital & Children Clinic,clinic,Anambra,,,"NO I EMENIKE CRESCENT, OREMOHU STREET, AWADA, ANAMBARA STATE.",,,NHIA directory code AN/0202/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0202/P
nhia_hcp_0087,Iyienu Hospital,hospital,Anambra,,,"Iyienu Hospital Road, Ogidi",,,NHIA directory code AN/0193/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0193/P
nhia_hcp_0088,King David Hospital,hospital,Anambra,,,"Agulu, Anambra State",,,NHIA directory code AN/0100/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0100/P
nhia_hcp_0089,Life Specialist Hospital,hospital,Anambra,,,"No. 7 Ikemba Drive, Umudim, Nnewi, Anambra State",,,NHIA directory code AN/0098/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0098/P
nhia_hcp_0090,Mezie Hospital & Maternity,clinic,Anambra,,,"103b Upper New Market, Onitsha, Anambra",,,NHIA directory code AN/0027/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0027/P
nhia_hcp_0091,New Hope Medical Centre,clinic,Anambra,,,"80, Modebe Avenue, Odoakpu, Onitsha, Anambra State.",,,NHIA directory code AN/0017/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0017/P
nhia_hcp_0092,Nnamdi Azikiwe University Teaching Hospital,hospital,Anambra,,,"Nnewi, Anambra State",,,NHIA directory code AN/0008/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0008/P
nhia_hcp_0093,Obiwanne Hospital & Maternity,clinic,Anambra,,,"102 Limka Road, Nkpor Anambra State.",,,NHIA directory code AN/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0030/P
nhia_hcp_0094,Prime Specialist Hospital,hospital,Anambra,,,"5, Nwufo Meniru Street Beside Bishop Crother Seminary, Awka Anambra State",,,NHIA directory code AN/0243/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0243/P
nhia_hcp_0095,Regina Caeli Specialist Hospital,hospital,Anambra,,,"17, Regina Caeli Road, Awka",,,NHIA directory code AN/0257/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0257/P
nhia_hcp_0096,Rock Foundation Hospital & Maternity,clinic,Anambra,,,"5,Igwebuike Road Awka Anambra State",,,NHIA directory code AN/0236/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0236/P
nhia_hcp_0097,Sefton Specialist Medical Centre,clinic,Anambra,,,"5, Onwubuya Street, off Court Road, Akwa",,,NHIA directory code AN/0123/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0123/P
nhia_hcp_0098,St Victoria Specialist Hospital & Maternity,clinic,Anambra,,,61 Orlu Ekwulobia,,,NHIA directory code AN/0195/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0195/P
nhia_hcp_0099,St. Annes Hospital & Maternity,clinic,Anambra,,,"7, Enugu Road, Nkpor, Anambra State.",,,NHIA directory code AN/0031/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0031/P
nhia_hcp_0100,St. Catherines Hospital & Maternity,clinic,Anambra,,,"Umumze, Anambra State",,,NHIA directory code AN/0129/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0129/P
nhia_hcp_0101,St. Charles Borromeo Hospital,hospital,Anambra,,,"Off Limca Road, Onitsha, Anambra State",,,NHIA directory code AN/0091/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0091/P
nhia_hcp_0102,TIME TO FORTE CARE-,hospital,Anambra,,,,,,NHIA directory code AN/0277/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0277/P
nhia_hcp_0103,Urban Hospital & Maternity,clinic,Anambra,,,Enugu/Onitsha Express Way,,,NHIA directory code AN/0178/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0178/P
nhia_hcp_0104,Venik Specalist Hospital,hospital,Anambra,,,"No. 1 Olo Street, Omagba Layout Onitsha, Anambra State",,,NHIA directory code AN/0018/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,AN/0018/P
nhia_hcp_0105,A.T.B.U BAUCHI MEDICAL CENTRE HU,clinic,Bauchi,,,Abubakar Tafawa Balewa University,,,NHIA directory code BA/0102/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0102/P
